Code,Name,NameWoDiacritics,Function,Longitude,Latitude
ITCD4,Castel Viscardo,Castel Viscardo,-----6--,12.0,42.75
ITAEL,Castel Volturno,Castel Volturno,1-3-----,13.933333333333334,41.333333333333336
ITCCI,Castelcovati,Castelcovati,--3--6--,9.933333333333334,45.5
ITZNT,Castelcucco,Castelcucco,-----6--,11.866666666666667,45.833333333333336
ITZES,Casteldaccia,Casteldaccia,-----6--,13.533333333333333,38.05
ITZPD,Castelferretti,Castelferretti,-----6--,13.35,43.6
ITCFC,Castelfranco,Castelfranco,-----6--,12.916666666666666,42.43333333333333
ITCTL,Castelguelfo,Castelguelfo,-23--6--,10.183333333333334,44.833333333333336
ITCFX,Castellafiume,Castellafiume,-----6--,13.333333333333334,41.983333333333334
ITCTR,Castellammare del Golfo,Castellammare del Golfo,1-------,12.883333333333333,38.016666666666666
ITCAS,Castellammare di Stabia,Castellammare di Stabia,1-------,14.483333333333333,40.7
ITZGV,Castell'Arquato,Castell'Arquato,--3--6--,9.866666666666667,44.85
ITLLA,Castellavazzo,Castellavazzo,-----6--,12.3,46.28333333333333
ITCZD,Castellazzo Bormida,Castellazzo Bormida,-----6--,8.566666666666666,44.85
ITZBT,Castello di Serravalle,Castello di Serravalle,-----6--,11.033333333333333,44.43333333333333
ITCRG,Castello Roganzuolo,Castello Roganzuolo,--3--6--,12.333333333333334,45.916666666666664
ITZHB,Castelnovo Bariano,Castelnovo Bariano,-----6--,11.283333333333333,45.016666666666666
ITCBC,Castelnuovo Bocca d'Adda,Castelnuovo Bocca d'Adda,--3--6--,9.866666666666667,45.11666666666667
ITZHM,Castelnuovo don Bosco,Castelnuovo don Bosco,-----6--,7.966666666666667,45.05
ITZYC,Castelnuovo Vomano,Castelnuovo Vomano,-----6--,13.85,42.61666666666667
ITCTK,Castelsardo,Castelsardo,1-3-----,8.716666666666667,40.916666666666664
ITATI,Castiglioncello,Castiglioncello,123-----,10.4,43.4
ITCEQ,Castiglione della Pescaia,Castiglione della Pescaia,1-3-----,10.883333333333333,42.766666666666666
ITZAT,Castiglione di Ravenna,Castiglione di Ravenna,-----6--,12.25,44.25
ITLFO,Castiglione Falletto,Castiglione Falletto,-----6--,7.966666666666667,44.61666666666667
ITZHV,Castiglione Messer Raimondo,Castiglione Messer Raimondo,-----6--,13.883333333333333,42.53333333333333
ITZEW,Castignano,Castignano,-----6--,13.616666666666667,42.93333333333333
ITZEU,Castilenti,Castilenti,-----6--,13.916666666666666,42.53333333333333
ITCRQ,Castro Marina,Castro Marina,1-3-----,18.4,39.983333333333334
ITZFV,Casumaro,Casumaro,-----6--,11.35,44.833333333333336
ITCTA,Catania,Catania,1-------,15.1,37.5
ITCCL,Cattolica,Cattolica,1-3-----,12.733333333333333,43.96666666666667
ITZEN,Cava de' Tirreni,Cava de' Tirreni,-----6--,14.7,40.7
ITZFW,Cava Manara,Cava Manara,-----6--,9.116666666666667,45.13333333333333
ITCNF,Cavaria con Premezzo,Cavaria con Premezzo,-23--6--,8.783333333333333,45.68333333333333
ITZFX,Cavaso del Tomba,Cavaso del Tomba,-----6--,11.883333333333333,45.85
ITCGB,Cavenago di Brianza,Cavenago di Brianza,--3--6--,9.416666666666666,45.56666666666667
ITFVG,Cavezzo,Cavezzo,-----6--,13.466666666666667,45.983333333333334
ITCVX,Cavo,Cavo,1-------,10.416666666666666,42.85
ITZAE,Cavola,Cavola,-----6--,10.533333333333333,44.4
ITZGY,Cavriglia,Cavriglia,-----6--,11.483333333333333,43.516666666666666
ITZHJ,Cazzano di Tramigna,Cazzano di Tramigna,-----6--,11.2,45.46666666666667
ITZFJ,Ceccano,Ceccano,-----6--,13.333333333333334,41.56666666666667
ITCEC,Cecina,Cecina,1-------,10.516666666666667,43.31666666666667
ITCFU,Cefalù,Cefalu,123-----,14.016666666666667,38.03333333333333
ITC8C,Ceglie del Campo,Ceglie del Campo,-----6--,16.866666666666667,41.05
ITCEL,Cella,Cella,--3--6--,10.55,44.71666666666667
ITCA3,Cellino Attanasio,Cellino Attanasio,-----6--,13.866666666666667,42.583333333333336
ITCL4,Cellole,Cellole,-----6--,13.85,41.2
ITZHC,Centallo,Centallo,-----6--,7.583333333333333,44.5
ITZFH,Ceparana,Ceparana,-----6--,9.883333333333333,44.166666666666664
ITZFI,Cerasolo,Cerasolo,-----6--,12.533333333333333,43.983333333333334
ITIIC,Cercino,Cercino,--3--6--,9.5,46.15
ITCR4,Cereda,Cereda,--3--6--,11.333333333333334,45.55
ITCEW,Cernobbio,Cernobbio,-----6--,9.066666666666666,45.833333333333336
ITZHI,Cernusco sul Naviglio,Cernusco sul Naviglio,-----6--,9.316666666666666,45.516666666666666
ITZGX,Cerreto d'Esi,Cerreto d'Esi,-----6--,12.983333333333333,43.31666666666667
ITZPB,Cerreto Guidi,Cerreto Guidi,-----6--,10.883333333333333,43.75
ITB9S,Cerreto Sannita,Cerreto Sannita,-----6--,14.55,41.28333333333333
ITCVR,Cervere,Cervere,--3--6--,7.783333333333333,44.63333333333333
ITCEV,Cervia,Cervia,1-3-----,12.366666666666667,44.266666666666666
ITCNT,Cesenatico,Cesenatico,123-----,12.416666666666666,44.2
ITZFD,Cesole,Cesole,-----6--,10.633333333333333,45.05
ITTAA,Cetara,Cetara,1-3-----,14.7,40.65
ITCCQ,Cetraro,Cetraro,1-3-----,15.933333333333334,39.516666666666666
ITZVS,Chiaramonte Gulfi,Chiaramonte Gulfi,-----6--,14.7,37.03333333333333
ITCHX,Chiavari,Chiavari,123-----,9.316666666666666,44.31666666666667
ITCH8,Chienes,Chienes,-----6--,11.833333333333334,46.8
ITUZN,Chiesina Uzzanese,Chiesina Uzzanese,-----6--,10.716666666666667,43.833333333333336
ITZSV,Chieti Scalo,Chieti Scalo,-----6--,14.133333333333333,42.35
ITCHI,Chioggia,Chioggia,1-------,12.283333333333333,45.233333333333334
ITCHU,Chiuro,Chiuro,-23--6--,9.983333333333333,46.166666666666664
ITCVH,Chiusavecchia,Chiusavecchia,--3--6--,7.983333333333333,43.96666666666667
ITCOZ,Ciano d'Enza,Ciano d'Enza,-23--6--,10.416666666666666,44.6
ITZEY,Cicagna,Cicagna,-----6--,9.233333333333333,44.416666666666664
ITCIC,Cilavegna,Cilavegna,--3--6--,8.733333333333333,45.3
ITPBX,Ciminna,Ciminna,-----6--,13.566666666666666,37.75
ITCD3,Cingia de' Botti,Cingia de' Botti,-----6--,10.266666666666667,45.083333333333336
ITZGU,Cinquefrondi,Cinquefrondi,-----6--,16.1,38.43333333333333
ITCZF,Cinzano,Cinzano,-----6--,7.933333333333334,45.1
ITZFF,Cirimido,Cirimido,-----6--,9.0,45.7
ITMRM,Cirò Marina,Ciro Marina,123-----,17.133333333333333,39.36666666666667
ITZSH,Città Sant'Angelo,Citta Sant'Angelo,-----6--,14.05,42.516666666666666
ITIOA,Civitanova Marche,Civitanova Marche,1-3-----,13.733333333333333,43.3
ITCVV,Civitavecchia,Civitavecchia,1-------,11.8,42.1
ITC6C,Civitella Casanova,Civitella Casanova,--3--6--,13.883333333333333,42.36666666666667
ITCLW,Cles,Cles,-----6--,11.033333333333333,46.36666666666667
ITZGJ,Coccaglio,Coccaglio,-----6--,9.966666666666667,45.56666666666667
ITZGI,Codroipo,Codroipo,-----6--,12.966666666666667,45.95
ITZAG,Coenzo di Sorbolo,Coenzo di Sorbolo,-----6--,10.45,44.85
ITZFM,Coggiola,Coggiola,-----6--,8.183333333333334,45.68333333333333
ITNEN,Cognento,Cognento,-----6--,10.866666666666667,44.63333333333333
IT6CM,Colli al Metauro,Colli al Metauro,-----6--,12.883333333333333,43.75
IT2FH,Collodi,Collodi,-----6--,10.65,43.9
ITCCJ,Comacchio,Comacchio,-----6--,12.183333333333334,44.68333333333333
ITZEX,Concesio,Concesio,-----6--,10.216666666666667,45.6
ITZGK,Condino,Condino,-----6--,10.6,45.88333333333333
ITZFK,Confienza,Confienza,-----6--,8.55,45.333333333333336
ITCPN,Copanello,Copanello,123-----,16.55,38.766666666666666
ITCPJ,Coppito,Coppito,-----6--,130.33333333333334,42.36666666666667
ITZLL,Coreglia Antelminelli,Coreglia Antelminelli,-----6--,10.516666666666667,44.06666666666667
ITCGC,Corigliano Calabro,Corigliano Calabro,1-3-----,16.516666666666666,39.6
ITZBP,Corigliano d'Otranto,Corigliano d'Otranto,-----6--,18.25,40.15
ITZVA,Corinaldo,Corinaldo,-----6--,13.05,43.65
ITZKO,Cornegliano Laudense,Cornegliano Laudense,-----6--,9.466666666666667,45.28333333333333
ITZPH,Cortaccia sulla Strada del Vino,Cortaccia sulla Strada del Vino,--3--6--,11.216666666666667,46.31666666666667
ITCFI,Corte de Frati,Corte de Frati,--3--6--,10.1,45.21666666666667
ITCOA,Cortenova,Cortenova,--3--6--,9.383333333333333,46.0
ITZVW,Cortina sulla Strada del Vino,Cortina sulla Strada del Vino,-----6--,11.216666666666667,46.266666666666666
ITCO3,Cortona,Cortona,-----6--,11.983333333333333,43.266666666666666
ITCR7,Corvara In Badia,Corvara In Badia,-----6--,11.866666666666667,46.53333333333333
ITCNB,Cossano Belbo,Cossano Belbo,--3--6--,8.2,44.666666666666664
ITZGT,Costa Volpino,Costa Volpino,-----6--,10.1,45.85
ITCBS,Costabissara,Costabissara,--3--6--,11.466666666666667,45.583333333333336
ITCZN,Costanzana,Costanzana,--3--6--,8.366666666666667,45.233333333333334
ITZGH,Costermano,Costermano,-----6--,10.75,45.583333333333336
ITELO,Costigliole d'Asti,Costigliole d'Asti,--3--6--,8.183333333333334,44.78333333333333
ITCMQ,Credera,Credera,--3--6--,9.65,45.3
ITZXI,Cremosano,Cremosano,-----6--,9.633333333333333,45.38333333333333
ITCEP,Crespina,Crespina,--3--6--,10.566666666666666,43.56666666666667
ITESS,Cressa,Cressa,-23--6--,8.5,45.65
ITCDM,Crocetta del Montello,Crocetta del Montello,-23--6--,12.016666666666667,45.833333333333336
ITCRV,Crotone,Crotone,1-------,17.133333333333333,39.083333333333336
ITZHH,Cuggiono,Cuggiono,-----6--,8.816666666666666,45.516666666666666
ITCPM,Cupra Marittima,Cupra Marittima,123-----,13.85,43.016666666666666
ITZFB,Cura Carpignano,Cura Carpignano,-----6--,9.25,45.21666666666667
ITCNW,Cusano Milanino,Cusano Milanino,-23--6--,9.183333333333334,45.55
ITCZG,Cusignana,Cusignana,--3--6--,12.216666666666667,45.266666666666666
ITZHF,Custonaci,Custonaci,-----6--,12.683333333333334,38.06666666666667
ITZLH,Custoza,Custoza,-----6--,10.8,45.38333333333333
ITDVV,Derovere,Derovere,--3--6--,10.25,45.11666666666667
ITDIA,Diamante,Diamante,123-----,15.816666666666666,39.68333333333333
ITZYA,Dinazzano,Dinazzano,-----6--,10.733333333333333,44.56666666666667
ITTBH,Dobbiaco,Dobbiaco,-----6--,12.233333333333333,46.75
ITZHS,Domusnovas,Domusnovas,-----6--,8.633333333333333,39.31666666666667
ITZHO,Donoratico,Donoratico,-----6--,10.566666666666666,43.166666666666664
ITZAI,Dormelletto,Dormelletto,-----6--,8.566666666666666,45.71666666666667
ITDRO,Dorno,Dorno,--3--6--,8.95,45.13333333333333
ITDOO,Dosso,Dosso,--3--6--,11.333333333333334,44.766666666666666
ITZHP,Dro,Dro,-----6--,10.9,45.96666666666667
ITZHQ,Druento,Druento,-----6--,7.583333333333333,45.13333333333333
ITDNO,Duino,Duino,123--6--,13.583333333333334,45.766666666666666
ITZHR,Dusino San Michele,Dusino San Michele,--3--6--,7.966666666666667,44.93333333333333
ITEND,Endine Gaiano,Endine Gaiano,-----6--,96.5,45.8
ITZSR,Envie,Envie,-----6--,7.366666666666666,44.68333333333333
ITZHY,Erbè,Erbe,-----6--,10.966666666666667,45.233333333333334
ITZIB,Esanatoglia,Esanatoglia,-----6--,12.95,43.25
ITZIF,Faedo,Faedo,-----6--,11.15,46.18333333333333
ITTTC,Falicetto,Falicetto,-----6--,7.516666666666667,44.583333333333336
ITFAO,Fano,Fano,1-3-----,13.016666666666667,43.833333333333336
ITFZL,Fanzolo,Fanzolo,-----6--,11.983333333333333,45.71666666666667
ITZJB,Fara San Martino,Fara San Martino,-----6--,14.2,42.083333333333336
ITQNO,Farigliano,Farigliano,-----6--,7.9,44.5
ITZAX,Fasano,Fasano,-----6--,17.366666666666667,40.833333333333336
ITFAV,Favignana,Favignana,1-------,12.333333333333334,37.93333333333333
ITVRF,Favria,Favria,-----6--,7.683333333333334,45.333333333333336
ITZIG,Feletto Umberto,Feletto Umberto,-----6--,13.216666666666667,46.1
ITAL2,Felizzano,Felizzano,--3--6--,8.433333333333334,44.9
ITZIH,Fenegrò,Fenegro,-----6--,9.0,45.7
ITZXF,Ferrera Erbognone,Ferrera Erbognone,-----6--,8.866666666666667,45.11666666666667
ITZII,Figline Vegliaturo,Figline Vegliaturo,-----6--,16.316666666666666,39.21666666666667
ITZIR,Filiano,Filiano,-----6--,15.7,40.81666666666667
ITZIU,Filottrano,Filottrano,-----6--,13.35,43.43333333333333
ITFNL,Finale Ligure,Finale Ligure,123-----,8.333333333333334,44.166666666666664
ITFCO,Fiumicino,Fiumicino,1--4----,12.233333333333333,41.766666666666666
ITFCO,Fiumicino Apt/Roma,Fiumicino Apt/Roma,1--4----,12.233333333333333,41.766666666666666
ITZIX,Floridia,Floridia,-----6--,15.15,37.083333333333336
ITFCV,Foce Varano,Foce Varano,1-3-----,15.8,41.916666666666664
ITFDC,Foiano Della Chiana,Foiano Della Chiana,-----6--,11.816666666666666,43.25
ITFOL,Follonica,Follonica,1-------,10.75,42.916666666666664
ITFLZ,Folzano,Folzano,-----6--,10.2,45.483333333333334
ITF8T,Fontana Liri,Fontana Liri,-----6--,13.566666666666666,41.61666666666667
ITZBQ,Fontanellato,Fontanellato,-----6--,10.166666666666666,44.88333333333333
ITZIK,Fontanini,Fontanini,-----6--,10.3,44.75
ITFGR,Fonteblanda,Fonteblanda,-2--56--,11.166666666666666,42.71666666666667
ITFVO,Fontevivo,Fontevivo,--3--6--,10.15,44.85
ITZIE,Forchia,Forchia,-----6--,14.533333333333333,41.03333333333333
ITFRD,Forio,Forio,1-3-----,13.85,40.733333333333334
ITFOM,Formia,Formia,1-3-----,13.616666666666667,41.25
ITFGL,Formigliana,Formigliana,-----6--,8.283333333333333,45.43333333333333
ITZIL,Formignana,Formignana,-----6--,11.85,44.833333333333336
ITZIT,Fornovo di Taro,Fornovo di Taro,-----6--,10.1,44.7
ITZJA,Fornovo San Giovanni,Fornovo San Giovanni,-----6--,9.683333333333334,45.5
ITZIS,Fossalta Maggiore,Fossalta Maggiore,-----6--,12.55,45.733333333333334
ITFSI,Fossoli,Fossoli,--3--6--,9.416666666666666,44.68333333333333
ITZIC,Fossoli di Carpi,Fossoli di Carpi,-----6--,9.433333333333334,44.68333333333333
ITFME,Francavilla al Mare,Francavilla al Mare,1-3-----,14.283333333333333,42.416666666666664
ITZWV,Francavilla Angitola,Francavilla Angitola,-----6--,16.266666666666666,38.766666666666666
ITZID,Francofonte,Francofonte,-----6--,14.883333333333333,37.233333333333334
ITZCB,Francolise,Francolise,-----6--,14.05,41.18333333333333
ITFGE,Fregene,Fregene,1-3-----,12.2,41.85
ITIGV,Frigento,Frigento,-----6--,15.1,41.016666666666666
ITFOT,Front,Front,--3--6--,7.666666666666667,45.28333333333333
ITFSA,Fusina,Fusina,1-3-----,12.233333333333333,45.416666666666664
ITZKM,Fusine in Valromana,Fusine in Valromana,-----6--,13.633333333333333,46.5
ITGMA,Gabicce Mare,Gabicce Mare,123--6--,12.766666666666667,43.96666666666667
ITGAE,Gaeta,Gaeta,1-------,13.583333333333334,41.2
ITZRO,Gaibanella,Gaibanella,-----6--,11.65,44.766666666666666
ITZJE,Gaida,Gaida,-----6--,10.516666666666667,44.75
ITZJO,Gaifana,Gaifana,-----6--,12.783333333333333,43.166666666666664
ITGIS,Gais,Gais,-----6--,11.95,46.833333333333336
ITZJG,Gallicano,Gallicano,-----6--,10.433333333333334,44.06666666666667
ITGAL,Gallipoli,Gallipoli,1-------,17.983333333333334,40.05
ITGDD,Gallo d'Alba,Gallo d'Alba,-----6--,8.633333333333333,45.1
ITZYJ,Gallo di Petriano,Gallo di Petriano,-----6--,12.566666666666666,43.85
ITGBL,Gambellara,Gambellara,--3--6--,11.333333333333334,45.46666666666667
ITZAK,Gambugliano,Gambugliano,-----6--,11.433333333333334,45.583333333333336
ITGDS,Gandosso,Gandosso,--3--6--,9.883333333333333,45.666666666666664
ITZKA,Gardigiano,Gardigiano,-----6--,12.183333333333334,45.55
ITGZE,Gargazzone,Gargazzone,-----6--,11.2,46.583333333333336
ITZKE,Gavasseto,Gavasseto,-----6--,10.666666666666666,44.65
ITZKI,Gazoldo degli Ippoliti,Gazoldo degli Ippoliti,-----6--,10.583333333333334,45.2
ITGEA,Gela,Gela,1-------,14.25,37.06666666666667
ITZJW,Gemmano,Gemmano,-----6--,12.616666666666667,43.9
ITZJJ,Genga,Genga,-----6--,12.933333333333334,43.43333333333333
ITGOA,Genova,Genova,12345---,8.95,44.416666666666664
ITGLO,Gera Lario,Gera Lario,--3--6--,9.366666666666667,46.166666666666664
ITZJK,Ghiaie,Ghiaie,-----6--,9.583333333333334,45.71666666666667
ITZKW,Ghirano,Ghirano,-----6--,12.55,45.833333333333336
ITZJN,Giammoro,Giammoro,-----6--,15.3,38.2
ITZJU,Giardinello,Giardinello,-----6--,13.15,38.083333333333336
ITGIA,Giardini Naxos,Giardini Naxos,1-3-----,15.266666666666667,37.81666666666667
ITGIT,Gioia Tauro,Gioia Tauro,1-------,15.9,38.416666666666664
ITZJL,Gioiosa Ionica,Gioiosa Ionica,-----6--,16.3,38.333333333333336
ITZBU,Gioiosa Marea,Gioiosa Marea,-----6--,14.9,38.166666666666664
ITGVZ,Giovinazzo,Giovinazzo,123-----,16.666666666666668,41.18333333333333
ITZIW,Gironico,Gironico,-----6--,9.0,45.8
ITZJQ,Gissi,Gissi,-----6--,14.55,42.016666666666666
IT2CG,Giuliano Teatino,Giuliano Teatino,-----6--,14.283333333333333,42.3
ITGUI,Giulianova,Giulianova,1-3-----,13.966666666666667,42.75
ITGUN,Giungano,Giungano,-----6--,15.1,40.4
ITZKD,Giussago,Giussago,-----6--,9.133333333333333,45.28333333333333
ITZLA,Godo,Godo,-----6--,12.066666666666666,44.38333333333333
ITGAI,Golfo Aranci,Golfo Aranci,1-------,9.616666666666667,41.0
ITGOO,Goro,Goro,1-3-----,12.3,44.85
ITZXG,Gorzano,Gorzano,-----6--,10.866666666666667,44.5
ITVG8,Governolo,Governolo,--3--6--,10.95,45.083333333333336
ITGRD,Grado,Grado,1-------,13.383333333333333,45.68333333333333
ITZBJ,Gragnano Trebbiense,Gragnano Trebbiense,-----6--,9.566666666666666,45.016666666666666
ITZJV,Granarolo,Granarolo,-----6--,8.933333333333334,44.43333333333333
ITZJX,Granozzo,Granozzo,-----6--,8.566666666666666,45.35
ITZJR,Grantola,Grantola,-----6--,8.766666666666667,45.95
ITGNG,Gravina In Puglia,Gravina In Puglia,-----6--,16.416666666666668,40.81666666666667
ITZBC,Grazzano Visconti,Grazzano Visconti,-----6--,9.666666666666666,44.93333333333333
ITZBW,Grottaminarda,Grottaminarda,-----6--,15.033333333333333,41.06666666666667
ITGR6,Gruaro,Gruaro,-----6--,12.833333333333334,45.833333333333336
ITZJH,Grumello Cremonese,Grumello Cremonese,-----6--,9.866666666666667,45.18333333333333
ITZAY,Guanzate,Guanzate,-----6--,9.016666666666667,45.71666666666667
ITZJI,Guardavalle,Guardavalle,-----6--,16.5,38.5
ITGUG,Guglionesi,Guglionesi,-----6--,14.916666666666666,41.916666666666664
ITZKC,Guspini,Guspini,-----6--,8.616666666666667,39.53333333333333
ITZBM,Gussola,Gussola,-----6--,10.333333333333334,45.0
ITZKS,Iano,Iano,-----6--,10.666666666666666,44.583333333333336
ITJLO,Iesolo,Iesolo,1-34----,12.65,45.53333333333333
ITIMP,Imperia,Imperia,1-------,8.05,43.88333333333333
ITIPA,Impruneta,Impruneta,--3--6--,11.25,43.68333333333333
ITZKU,Introbio,Introbio,-----6--,9.45,45.95
ITISH,Ischia,Ischia,1--4----,13.95,40.733333333333334
ITISN,Isola Asinara,Isola Asinara,1-------,8.266666666666667,41.05
ITIDG,Isola del Giglio,Isola del Giglio,1-------,10.9,42.36666666666667
ITIDF,Isola delle Femmine,Isola delle Femmine,123-----,13.25,38.2
ITZKR,Isola Dovarese,Isola Dovarese,-----6--,10.3,45.166666666666664
ITTMT,Isole Tremiti,Isole Tremiti,1-------,15.483333333333333,42.11666666666667
ITFOR,Isolotto Formica,Isolotto Formica,1-------,12.416666666666666,37.983333333333334
ITZLX,Jonadi,Jonadi,-----6--,16.05,38.61666666666667
ITZMH,La Lima,La Lima,-----6--,10.766666666666667,44.06666666666667
ITLGA,La Loggia,La Loggia,--3--6--,7.666666666666667,44.95
ITMDA,La Maddalena,La Maddalena,1-3-----,9.4,41.21666666666667
ITSPE,La Spezia,La Spezia,1-------,9.833333333333334,44.11666666666667
ITLCR,Lacchiarella,Lacchiarella,--3--6--,9.133333333333333,45.31666666666667
ITLAE,Lacco Ameno,Lacco Ameno,1-3-----,13.9,40.75
ITZJY,Laces,Laces,-----6--,10.866666666666667,46.61666666666667
ITLAD,Ladispoli,Ladispoli,123-----,12.083333333333334,41.93333333333333
ITLMP,Lampedusa,Lampedusa,1--4----,12.6,35.5
ITZLR,Lana,Lana,-----6--,11.15,46.61666666666667
ITZLU,Lanuvio,Lanuvio,-----6--,12.7,41.666666666666664
ITLZI,Lanzo d'Intelvi,Lanzo d'Intelvi,--3--6--,9.016666666666667,45.96666666666667
ITZLT,Lasnigo,Lasnigo,-----6--,9.25,45.86666666666667
ITLAT,Latiano,Latiano,-----6--,17.716666666666665,40.55
ITLAW,Lavagna,Lavagna,123-----,9.333333333333334,44.3
ITLVG,Lavagno,Lavagno,-----6--,11.133333333333333,45.43333333333333
ITNEV,Lavenone,Lavenone,-23--6--,10.433333333333334,45.733333333333334
ITZLP,Lazzate,Lazzate,-----6--,9.083333333333334,45.666666666666664
ITZLJ,Le Mose,Le Mose,-----6--,9.75,45.03333333333333
ITZHU,Leca,Leca,-----6--,8.166666666666666,44.05
ITZMG,Lemignano,Lemignano,-----6--,10.266666666666667,44.75
ITLNZ,Lenna,Lenna,-----6--,9.666666666666666,45.93333333333333
ITLER,Lerici,Lerici,1-3-----,9.916666666666666,44.06666666666667
ITLES,Lesina,Lesina,1-3-----,15.35,41.86666666666667
ITLEC,Leuca,Leuca,1-3-----,18.35,39.8
ITLEN,Levanto,Levanto,1-3-----,9.633333333333333,44.166666666666664
ITLEV,Levanzo,Levanzo,1-3-----,12.333333333333334,37.983333333333334
ITZIV,Leverano,Leverano,-----6--,18.0,40.28333333333333
ITLIC,Licata,Licata,1-------,13.933333333333334,37.1
ITZLY,Licodia Eubea,Licodia Eubea,-----6--,15.7,37.15
ITLDE,Lido degli Estensi,Lido degli Estensi,-----6--,12.233333333333333,44.666666666666664
ITLSD,Lignano Sabbiadoro,Lignano Sabbiadoro,1-3-----,13.15,45.7
ITLCM,Limido Comasco,Limido Comasco,--3--6--,8.983333333333333,45.68333333333333
ITLIP,Lipari,Lipari,1-------,14.95,38.45
ITZMJ,Lippiano,Lippiano,-----6--,12.116666666666667,43.45
ITLVX,Livigno,Livigno,-----6--,10.066666666666666,46.53333333333333
ITLIV,Livorno,Livorno,1-------,10.316666666666666,43.55
ITZHT,Livorno Ferraris,Livorno Ferraris,-----6--,8.083333333333334,45.28333333333333
ITLOA,Loano,Loano,123-----,8.25,44.13333333333333
ITLVO,Locate Varesino,Locate Varesino,--3--6--,8.916666666666666,45.666666666666664
ITZRN,Locorotondo,Locorotondo,-----6--,17.333333333333332,40.75
ITZMK,Lonato del Garda,Lonato del Garda,-----6--,10.483333333333333,45.45
ITZMM,Longastrino,Longastrino,-----6--,12.0,44.583333333333336
ITLRT,Loreto,Loreto,--3--6--,13.6,43.43333333333333
ITZMO,Lugo di Ravenna,Lugo di Ravenna,-----6--,11.9,44.416666666666664
ITLZN,Lumezzane,Lumezzane,--3--6--,10.266666666666667,45.65
ITLBS,Lurago d'Erba,Lurago d'Erba,-----6--,9.116666666666667,45.766666666666666
ITLMR,Lurago Marinone,Lurago Marinone,--3--6--,8.966666666666667,45.71666666666667
ITLGV,Luserna San Giovanni,Luserna San Giovanni,--3--6--,7.683333333333334,44.8
ITZMP,Luzzi,Luzzi,-----6--,16.283333333333335,39.45
ITNOU,Magliano Alpi,Magliano Alpi,-----6--,7.783333333333333,44.45
ITZOM,Magnacavallo,Magnacavallo,-----6--,11.166666666666666,45.0
ITGGG,Magnano,Magnano,--3--6--,10.4,44.166666666666664
ITZOW,Magnano in Riviera,Magnano in Riviera,-----6--,13.166666666666666,46.233333333333334
ITMVV,Maierato,Maierato,--3--6--,16.183333333333334,38.7
ITAI7,Maiolati Spontini,Maiolati Spontini,-----6--,13.1,43.46666666666667
ITIOI,Maiori,Maiori,1-3-----,14.633333333333333,40.65
ITZMV,Manduria,Manduria,-----6--,17.633333333333333,40.4
ITMFR,Manfredonia,Manfredonia,1-------,15.916666666666666,41.63333333333333
ITVDM,Marano di Valpolicella,Marano di Valpolicella,-----6--,10.933333333333334,45.55
ITMAJ,Marano Lagunare,Marano Lagunare,1-3-----,13.166666666666666,45.766666666666666
ITZOG,Marano sul Panaro,Marano sul Panaro,-----6--,10.966666666666667,44.45
ITTEA,Maratea,Maratea,123-----,15.716666666666667,39.983333333333334
ITZKV,Marcaria,Marcaria,-----6--,10.533333333333333,45.11666666666667
ITMAM,Marciana Marina,Marciana Marina,1-3-----,10.2,42.8
ITC9M,Marciano della Chiana,Marciano della Chiana,-----6--,11.783333333333333,43.3
ITZNR,Marene,Marene,-----6--,7.733333333333333,44.65
ITPMA,Marghera,Marghera,123-----,12.216666666666667,45.45
ITMDW,Margherita di Savoia,Margherita di Savoia,1-3-----,16.15,41.36666666666667
ITZLO,Mariano del Friuli,Mariano del Friuli,-----6--,13.45,45.9
ITMRI,Marigliano,Marigliano,-----6--,14.45,40.93333333333333
ITMLB,Marina della Lobra,Marina della Lobra,1-3-----,14.333333333333334,40.6
ITMIT,Marina di Camerota,Marina di Camerota,1-3-----,15.366666666666667,40.0
ITMRP,Marina di Campo,Marina di Campo,1-3-----,10.233333333333333,42.733333333333334
ITAAS,Marina di Davoli,Marina di Davoli,123-----,16.55,38.666666666666664
ITMAH,Marina di Ginosa,Marina di Ginosa,1-3-----,16.883333333333333,40.416666666666664
ITMSD,Marina di Grosseto,Marina di Grosseto,1-3-----,10.983333333333333,42.71666666666667
ITQMM,Marina di Massa,Marina di Massa,1-3-----,10.1,44.0
ITMPA,Marina di Pisa,Marina di Pisa,1-3-----,10.266666666666667,43.666666666666664
ITMSB,Marina di Pisciotta,Marina di Pisciotta,1-3-----,15.233333333333333,40.1
ITM2R,Marina di Ragusa,Marina di Ragusa,1-3-----,14.55,36.78333333333333
ITMGE,Marina Grande,Marina Grande,1-3-----,14.25,40.55
ITMNU,Marinella di Selinunte,Marinella di Selinunte,1-3-----,12.783333333333333,37.583333333333336
ITNAL,Marliana,Marliana,--3--6--,10.783333333333333,43.95
ITANE,Marone,Marone,-23--6--,10.1,45.733333333333334
ITRTT,Marotta,Marotta,123-----,13.133333333333333,43.766666666666666
ITMRA,Marsala,Marsala,123-----,12.433333333333334,37.8
ITZNM,Marsango,Marsango,-----6--,11.833333333333334,45.55
ITZOD,Martano,Martano,-----6--,18.3,40.2
ITMRQ,Martorano,Martorano,--3--6--,10.383333333333333,44.766666666666666
ITMSE,Masate,Masate,--3--6--,9.45,45.56666666666667
ITMAG,Masnago,Masnago,--3--6--,8.783333333333333,45.81666666666667
