Code,Name,NameWoDiacritics,Function,Longitude,Latitude
USHNJ,Henning,Henning,-23--6--,-89.56666666666666,35.666666666666664
USHT8,Henrietta,Henrietta,--3--6--,-77.61666666666666,43.05
USHEY,Henry,Henry,-23--6--,-88.41666666666667,36.2
USHM4,Herculaneum,Herculaneum,123--6--,-90.38333333333334,38.266666666666666
USHXU,Hercules,Hercules,123-----,-122.28333333333333,38.016666666666666
USRMA,Hermann,Hermann,123-----,-91.43333333333334,38.7
USHEJ,Hernando,Hernando,-----6--,-82.36666666666666,28.883333333333333
USQRN,Heron,Heron,--3--6--,-115.95,48.05
USZD4,Hessmer,Hessmer,-----6--,-92.11666666666666,31.05
USHQ9,Hestand,Hestand,--3--6--,-85.61666666666666,36.65
USHWX,Hewlett,Hewlett,123-----,-73.68333333333334,40.65
USYHB,Heyburn,Heyburn,1-3--6--,-113.75,42.55
USHYW,Heyworth,Heyworth,-23--6--,-88.96666666666667,40.3
USHW5,Hiawatha,Hiawatha,-23--6--,-91.68333333333334,42.03333333333333
USHM3,Hickman,Hickman,123--6--,-89.18333333333334,36.56666666666667
USHCO,Hickory Creek,Hickory Creek,1-------,-97.03333333333333,33.11666666666667
USYHI,"Hickory Flat, Benton","Hickory Flat, Benton",-23--6--,-89.18333333333334,34.61666666666667
USHYF,"Hickory Flat, Chicasaw","Hickory Flat, Chicasaw",--3--6--,-88.88333333333334,34.016666666666666
USHKG,"Hickory Grove, York","Hickory Grove, York",1----6--,-81.41666666666667,34.983333333333334
USHID,Hidalgo,Hidalgo,1-3-----,-98.26666666666667,26.1
USIHH,High Hill,High Hill,--3--6--,-91.38333333333334,38.86666666666667
USHRQ,High Ridge,High Ridge,1-3--6--,-90.53333333333333,38.45
USHIW,High View,High View,--3--6--,-78.4,39.21666666666667
USHIC,Highland City,Highland City,--3--6--,-81.86666666666666,27.95
USHF2,Highland Falls,Highland Falls,-23--6--,-73.96666666666667,41.36666666666667
USHL7,"Highland, Dallas","Highland, Dallas",-23--6--,-96.91666666666667,32.86666666666667
USHGS,Highlands,Highlands,--3--6--,-74.0,40.4
USHRZ,Highlands Ranch,Highlands Ranch,--3--6--,-104.96666666666667,39.55
USHIT,Highpoint,Highpoint,--3--6--,-84.36666666666666,39.28333333333333
USHGE,Higley,Higley,--3--6--,-111.71666666666667,33.3
USHR5,Hilger,Hilger,1-------,-109.35,47.25
USHIF,Hill Air Force Base,Hill Air Force Base,1234-6--,-111.98333333333333,41.11666666666667
USHCI,Hill City,Hill City,-23--6--,-103.58333333333333,43.93333333333333
USQHI,Hillsboro,Hillsboro,-23--6--,-71.88333333333334,43.1
USZH3,Hillsboro,Hillsboro,-----6--,-90.33333333333333,43.65
USOOB,"Hillsboro, Madison","Hillsboro, Madison",-23--6--,-86.41666666666667,34.93333333333333
USHSG,Hillsborough,Hillsborough,-23--6--,-79.1,36.06666666666667
USHSD,Hillside,Hillside,--3--6--,-105.6,38.25
USZHM,Hilmar,Hilmar,1-3--6--,-120.83333333333333,37.4
USTLQ,Hilton,Hilton,1----6--,-77.61666666666666,43.28333333333333
USOHD,Himrod,Himrod,-23--6--,-76.95,42.583333333333336
USKYH,Hitchins,Hitchins,--3--6--,-82.91666666666667,38.266666666666666
USHWS,Hiwassee,Hiwassee,--3--6--,-80.7,36.96666666666667
USHG9,Hodge,Hodge,--3--6--,-92.71666666666667,32.28333333333333
USHHK,Ho-Ho-Kus,Ho-Ho-Kus,123-----,-74.1,41.0
USZHT,Hoisington,Hoisington,123--6--,-98.76666666666667,38.516666666666666
USHO2,Hokah,Hokah,-----6--,-91.33333333333333,43.75
USZHK,Holbrook,Holbrook,-23--6--,-73.06666666666666,40.8
USHCM,Holcomb,Holcomb,-23--6--,-89.08333333333333,42.05
USHQ3,Holden,Holden,-----6--,-90.66666666666667,30.5
USHQO,Holden,Holden,-23--6--,-82.05,37.81666666666667
USHDI,Holiday City,Holiday City,-23--6--,-84.55,41.61666666666667
USHD2,Holladay,Holladay,--3--6--,-11.816666666666666,40.68333333333333
USHLM,Holland,Holland,1234----,-86.1,42.78333333333333
USLQD,Holland,Holland,-23--6--,-89.86666666666666,36.05
USWOL,Holland,Holland,--3--6--,-88.16666666666667,44.233333333333334
USOAD,Hollandale,Hollandale,-23--6--,-90.85,33.166666666666664
USNYH,Holley,Holley,-23--6--,-78.01666666666667,43.21666666666667
USHO3,Hollis,Hollis,-----6--,-70.61666666666666,43.63333333333333
USHXX,Hollister,Hollister,-23--6--,-81.8,29.616666666666667
USHRM,Hollister,Hollister,123-----,-93.2,36.61666666666667
USOMN,Holloman Air Force Base,Holloman Air Force Base,--34-6--,-106.06666666666666,32.833333333333336
USZPP,Hollsopple,Hollsopple,1-3-----,-78.91666666666667,40.2
USHHQ,Holly Hill,Holly Hill,-23--6--,-80.4,33.31666666666667
USHS5,"Holly Springs, Carteret","Holly Springs, Carteret",--3--6--,-76.9,34.8
USHS7,"Holly Springs, Marshall","Holly Springs, Marshall",-23--6--,-89.45,36.78333333333333
USYHM,Holmes,Holmes,123--6--,-73.63333333333334,41.516666666666666
USH2V,Holmesville,Holmesville,-----6--,-81.91666666666667,40.61666666666667
USHT7,Holt,Holt,-23--6--,-86.75,30.716666666666665
USHMH,Homer,Homer,-23--6--,-93.06666666666666,32.8
USHOR,Homer,Homer,1-3-----,-76.16666666666667,42.63333333333333
USQHR,Homer City,Homer City,-23--6--,-79.15,40.53333333333333
USWQ3,Homestead,Homestead,-----6--,-79.9,40.4
USHWA,Homewood,Homewood,--3--6--,-86.78333333333333,33.46666666666667
USOEP,Honea Path,Honea Path,-23--6--,-82.38333333333334,34.43333333333333
USHCE,Honey Creek,Honey Creek,-23--6--,-88.3,42.75
USHNL,Honolulu,Honolulu,1-345---,-157.85,21.3
US9WA,Hoodsport,Hoodsport,1-3-----,-123.13333333333334,47.4
USQHE,Hooker,Hooker,123--6--,-101.2,36.85
USKSH,Hooksett,Hooksett,123-----,-71.46666666666667,43.1
USHO7,Hooper,Hooper,1-------,-112.11666666666666,41.15
USZHZ,Hope,Hope,-23--6--,-93.26666666666667,43.95
USHHU,Hope Hull,Hope Hull,--3--6--,-86.35,32.266666666666666
USQHK,Hopkinton,Hopkinton,1-3--6--,-91.23333333333333,42.333333333333336
USYHD,Hopland,Hopland,-23--6--,-123.11666666666666,38.96666666666667
USHJZ,Horace,Horace,--3--6--,-96.9,46.766666666666666
USHSJ,Hospers,Hospers,-23--6--,-95.9,43.06666666666667
USHPP,Hot Springs National Park,Hot Springs National Park,--3--6--,-93.03333333333333,34.516666666666666
USHQQ,Houghton,Houghton,--3--6--,-91.6,40.78333333333333
USHU8,House Springs,House Springs,1-3-----,-90.56666666666666,38.4
USHKA,Houston,Houston,-23--6--,-149.81666666666666,61.63333333333333
USZD5,Houston,Houston,-----6--,-82.9,30.25
USHUW,Houston,Houston,--3--6--,-87.91666666666667,35.233333333333334
USHOU,Houston,Houston,1-345---,-95.35,29.75
USZIT,Howard City,Howard City,-----6--,-85.46666666666667,43.38333333333333
USZD6,Howard Lake,Howard Lake,-----6--,-94.06666666666666,45.05
USHWB,Howe,Howe,-23--6--,-94.63333333333334,34.95
USH4H,Howland Hook,Howland Hook,1-------,-74.18333333333334,40.63333333333333
USYKL,Hoyt Lakes,Hoyt Lakes,123-5---,-92.11666666666666,47.516666666666666
USYHS,Hubbardston,Hubbardston,--3--6--,-72.0,42.46666666666667
USQHT,Huber Heights,Huber Heights,1-3-----,-84.11666666666666,39.833333333333336
USHU4,Hubertus,Hubertus,-----6--,-88.21666666666667,43.233333333333334
USHSF,Hudson,Hudson,1-3-----,-82.7,28.35
USH8N,Hudson,Hudson,1-------,-85.06666666666666,41.516666666666666
USHFZ,Huffman,Huffman,--3--6--,-95.15,30.033333333333335
USQHG,Huger,Huger,1-3--6--,-79.8,33.083333333333336
USHG4,Hughes,Hughes,-23--6--,-90.46666666666667,34.95
USHV2,Hughesville,Hughesville,1-3--6--,-76.71666666666667,41.28333333333333
USHU9,Hugo,Hugo,-----6--,-92.98333333333333,45.15
USUGT,Hugoton,Hugoton,-23--6--,-101.35,37.18333333333333
USHGU,Huguenot,Huguenot,123-----,-74.63333333333334,41.416666666666664
USHBT,Hulbert,Hulbert,--3--6--,-95.13333333333334,35.93333333333333
USULL,Hull,Hull,-23--6--,-96.13333333333334,43.18333333333333
USZD7,Humboldt,Humboldt,-----6--,-112.23333333333333,34.5
USHA3,Humnoke,Humnoke,--3--6--,-91.75,34.53333333333333
USHXF,Hungerford,Hungerford,123-----,-96.08333333333333,29.4
USKER,Hunker,Hunker,--3--6--,-79.61666666666666,40.2
USHGW,Huntington Woods,Huntington Woods,1-3--6--,-83.16666666666667,42.46666666666667
USHNT,Huntsville,Huntsville,--3--6--,-84.5,36.4
USHU2,Hurley,Hurley,-23--6--,-108.13333333333334,32.7
USHUZ,Hurley,Hurley,--3--6--,-74.06666666666666,41.93333333333333
USHUY,Hurley,Hurley,-23--6--,-90.18333333333334,46.43333333333333
USHN9,Huron,Huron,1----6--,-93.35,37.71666666666667
USTNH,Huron,Huron,-23--6--,-88.51666666666667,35.583333333333336
USZJT,Hustisford,Hustisford,-----6--,-88.6,43.333333333333336
USHYJ,Hyden,Hyden,--3--6--,-83.36666666666666,37.166666666666664
USHYU,Hyrum,Hyrum,-23--6--,-111.85,41.63333333333333
USQIL,Idabel,Idabel,123--6--,-94.81666666666666,33.88333333333333
USZFT,Illinois City,Illinois City,-----6--,-90.88333333333334,41.38333333333333
USIMR,Imperial,Imperial,-23--6--,-90.36666666666666,38.36666666666667
USIVG,Incline Village,Incline Village,1-3-----,-119.98333333333333,39.25
USINE,Independence,Independence,-23--6--,-91.88333333333334,42.46666666666667
USINP,Independence,Independence,--3--6--,-84.53333333333333,38.93333333333333
USIPC,Independence,Independence,-23--6--,-90.5,30.633333333333333
USYIL,Indialantic,Indialantic,1-3--6--,-80.56666666666666,28.083333333333332
USZD8,Indian Harbour Beach,Indian Harbour Beach,-----6--,-80.58333333333333,28.133333333333333
USZD9,Indian Head,Indian Head,-----6--,-77.15,38.6
USTGB,Indian Mills,Indian Mills,1----6--,-74.73333333333333,39.78333333333333
USIO2,Indian Orchard,Indian Orchard,123-----,-73.33333333333333,42.166666666666664
USIR2,Indian River City,Indian River City,1-3--6--,-80.8,28.566666666666666
USID4,Indianola,Indianola,-----6--,-124.21666666666667,40.68333333333333
USIEG,Ingleside,Ingleside,1----6--,-88.13333333333334,42.36666666666667
USYIG,Ingleside,Ingleside,123--6--,-97.2,27.866666666666667
USZFW,Ingram,Ingram,-----6--,-99.23333333333333,30.066666666666666
USZIK,Inkom,Inkom,123-----,-112.25,42.78333333333333
USQIS,Inverness,Inverness,1-3--6--,-122.85,38.1
USZG6,Ireland,Ireland,-----6--,-86.98333333333333,38.4
USIRW,Iron River,Iron River,-23--6--,-88.63333333333334,46.083333333333336
USZIR,Irondale,Irondale,-23--6--,-86.7,33.53333333333333
USIRR,Irrigon,Irrigon,-23--6--,-119.48333333333333,45.88333333333333
USIVK,Irvine,Irvine,1-------,-83.96666666666667,37.68333333333333
USIRF,Irvona,Irvona,-23--6--,-78.55,40.766666666666666
USISI,Isanti,Isanti,-23--6--,-93.25,45.483333333333334
USISR,Islamorada,Islamorada,--3--6--,-80.61666666666666,24.916666666666668
USIFL,Island Falls,Island Falls,123--6--,-68.26666666666667,46.0
USYIE,Islandia,Islandia,-23--6--,-73.18333333333334,40.8
USIVA,Isle,Isle,123-----,-93.48333333333333,46.13333333333333
USIUK,Iuka,Iuka,123--6--,-88.18333333333334,34.8
USIV2,Iva,Iva,-23--6--,-82.66666666666667,34.3
USJCX,Jacinto City,Jacinto City,1-3-----,-95.23333333333333,29.766666666666666
USJAM,Jackman,Jackman,1-3----B,-70.23333333333333,45.61666666666667
USJQK,Jacksboro,Jacksboro,123--6--,-84.18333333333334,36.31666666666667
USJRO,Jacksboro,Jacksboro,--3--6--,-98.16666666666667,33.21666666666667
USJS3,Jackson,Jackson,123-----,-83.36666666666666,37.55
USJCS,Jackson,Jackson,--3--6--,-75.3,40.96666666666667
USJ3C,Jacksonville,Jacksonville,1-3-----,-122.95,42.3
USOWS,Jacobstown,Jacobstown,--3--6--,-74.58333333333333,40.06666666666667
USJKF,Jakolof Bay,Jakolof Bay,1-34----,-151.51666666666668,59.45
USJA2,Jamaica,Jamaica,1-------,-76.68333333333334,37.7
USJMB,Jamesburg,Jamesburg,123--6--,-74.43333333333334,40.35
USJMP,Jamesport,Jamesport,-23--6--,-93.8,39.96666666666667
USJPY,Jamesport,Jamesport,123--6--,-72.58333333333333,40.95
USTCW,Jamestown,Jamestown,--3--6--,-84.91666666666667,36.416666666666664
USJMV,Jamesville,Jamesville,--3--6--,-75.91666666666667,37.5
USJVL,Janesville,Janesville,1234----,-89.01666666666667,42.666666666666664
USJSG,Jarvisburg,Jarvisburg,--3--6--,-75.86666666666666,36.2
USZJP,Jasper,Jasper,-23--6--,-84.41666666666667,34.46666666666667
USJAY,Jay,Jay,123--6--,-70.21666666666667,44.5
USJFZ,Jefferson,Jefferson,1----6--,-81.46666666666667,36.416666666666664
USWY3,Jefferson,Jefferson,-----6--,-123.0,44.71666666666667
USQJE,Jefferson,Jefferson,--3--6--,-76.83333333333333,39.81666666666667
USJE2,Jefferson Hills,Jefferson Hills,1----6--,-79.91666666666667,40.28333333333333
USJF2,"Jefferson, Jackson","Jefferson, Jackson",-23--6--,-83.58333333333333,34.11666666666667
USZJ9,Jeffersonville,Jeffersonville,1-------,-83.83333333333333,37.96666666666667
USJEI,Jeffersonville,Jeffersonville,--3--6--,-74.93333333333334,41.766666666666666
USJNA,Jena,Jena,-234-6--,-92.13333333333334,31.666666666666668
USJNK,Jenkins,Jenkins,--3--6--,-93.68333333333334,36.78333333333333
USZ2F,Jenkinsburg,Jenkinsburg,-----6--,-84.03333333333333,33.31666666666667
USJUK,Jenks,Jenks,123-----,-95.96666666666667,36.016666666666666
USJS9,Jennings,Jennings,-----6--,-90.25,38.71666666666667
USJMY,Jermyn,Jermyn,-----6--,-75.53333333333333,41.516666666666666
USZJS,Jersey Shore,Jersey Shore,-23--6--,-77.25,41.2
USYJY,Jerseyville,Jerseyville,-23--6--,-90.33333333333333,39.11666666666667
USJTV,Jetersville,Jetersville,-23--6--,-78.1,37.3
USQJB,Jobstown,Jobstown,123-----,-74.68333333333334,40.03333333333333
USKDC,John F Kennedy Space Center/Cape Canaveral,John F Kennedy Space Center/Cape Canaveral,123-----,-80.7,28.666666666666668
USJC2,Johns Creek,Johns Creek,-----6--,-84.18333333333334,34.016666666666666
USJBG,Johnsburg,Johnsburg,1----6--,-88.25,42.38333333333333
USJOA,Johnson,Johnson,1-3-----,-94.16666666666667,36.13333333333333
USJJO,Johnson,Johnson,--3--6--,-101.75,37.56666666666667
USJHS,Johnston,Johnston,-23--6--,-93.68333333333334,41.666666666666664
USJHE,Johnston,Johnston,-23--6--,-81.8,33.81666666666667
USJZW,Johnstown,Johnstown,--3--6--,-104.9,40.333333333333336
USJOW,Johnstown,Johnstown,-23--6--,-82.68333333333334,40.15
USZLL,Jones Mill,Jones Mill,-----6--,-92.88333333333334,34.43333333333333
USJBZ,Jonesborough,Jonesborough,--3--6--,-82.46666666666667,36.28333333333333
USZF5,Jonesburg,Jonesburg,-----6--,-91.3,38.85
USJON,Jonesport,Jonesport,1-------,-67.61666666666666,44.516666666666666
USJOI,Jonesville,Jonesville,-23--6--,-80.83333333333333,36.233333333333334
USJN3,"Jordan, Scott","Jordan, Scott",-23--6--,-93.63333333333334,44.666666666666664
USJUD,Juda,Juda,-23--6--,-89.5,42.583333333333336
USJSA,Judsonia,Judsonia,123--6--,-91.63333333333334,35.266666666666666
USJNC,Junction City,Junction City,-23--6--,-84.46666666666667,32.6
USJUN,Junction City,Junction City,-23--6--,-123.2,44.21666666666667
USJSI,Justin,Justin,--3--6--,-97.28333333333333,33.083333333333336
USKAG,Kaguyak,Kaguyak,1-3--6--,-153.78333333333333,56.86666666666667
USKL9,Kahuku,Kahuku,1----6--,-157.95,21.666666666666668
USOGG,Kahului,Kahului,1-34----,-156.46666666666667,20.883333333333333
USKA7,Kailua,Kailua,1-------,-157.73333333333332,21.4
USK2W,Kanawha,Kanawha,-----6--,-93.78333333333333,42.93333333333333
USKAO,Kanosh,Kanosh,--3--6--,-112.43333333333334,38.8
USKSJ,Kansas,Kansas,--3--6--,-88.73333333333333,36.9
USMKC,Kansas City,Kansas City,12345---,-94.56666666666666,39.1
USKSV,Kansasville,Kansasville,-23--6--,-88.11666666666666,42.68333333333333
USKA2,Kapaa,Kapaa,-----6--,-159.31666666666666,22.066666666666666
USKW7,Kawkawlin,Kawkawlin,1-------,-83.93333333333334,43.65
USKAY,Kaysville,Kaysville,123--6--,-111.93333333333334,41.03333333333333
USKHB,Keego Harbor,Keego Harbor,123-----,-83.33333333333333,42.6
USKN2,Keene,Keene,--3--6--,-97.31666666666666,32.38333333333333
USKV2,Keithville,Keithville,--3--6--,-93.83333333333333,32.31666666666667
USKEC,Kellogg,Kellogg,-23--6--,-92.91666666666667,41.71666666666667
USKV3,Kelseyville,Kelseyville,--3--6--,-122.83333333333333,38.96666666666667
USKEM,Kemah,Kemah,--3--6--,-95.01666666666667,29.533333333333335
USKU4,Kendall Park,Kendall Park,1----6--,-74.55,40.416666666666664
USKWW,Kenilworth,Kenilworth,-----6--,-78.83333333333333,42.95
USKMR,Kenmore,Kenmore,123--6--,-78.86666666666666,42.95
USKSZ,Kensett,Kensett,--3--6--,-91.66666666666667,35.31666666666667
USC3A,Kensington,Kensington,1-3-----,-122.26666666666667,37.9
USKXX,Kensington,Kensington,-23--6--,-72.76666666666667,41.63333333333333
USKEO,Kenton,Kenton,-23--6--,-88.88333333333334,46.483333333333334
USKE7,Kenwood,Kenwood,1----6--,-122.53333333333333,38.4
USKTZ,Keota,Keota,1----6--,-94.91666666666667,35.166666666666664
USQKK,Keswick,Keswick,1-3-----,-92.23333333333333,41.45
USQKM,Ketchum,Ketchum,123--6--,-114.35,43.666666666666664
USKTL,Kettleman City,Kettleman City,--3--6--,-119.95,36.0
USKLV,Kettlersville,Kettlersville,--3--6--,-84.25,40.43333333333333
USKWU,Kewaunee,Kewaunee,123-----,-87.5,44.45
USYEJ,Keyes,Keyes,1----6--,-120.9,37.55
USKEE,Keyesport,Keyesport,-23--6--,-89.26666666666667,38.733333333333334
USKYP,Keyport,Keyport,1-3-----,-122.61666666666666,47.7
USZYK,Keysville,Keysville,1-3--6--,-77.25,39.63333333333333
USKEV,Keysville,Keysville,-23--6--,-78.48333333333333,37.03333333333333
USKFE,Kiefer,Kiefer,-23--6--,-96.06666666666666,35.95
USKIH,Kihei,Kihei,1-3-----,-156.45,20.783333333333335
USKBZ,Kilbourn,Kilbourn,--3--6--,-91.96666666666667,40.8
USKD4,Kildeer,Kildeer,--3--6--,-88.03333333333333,42.166666666666664
USKLT,Killington Village,Killington Village,--3--6--,-72.8,43.63333333333333
USKON,Killona,Killona,-23--6--,-90.48333333333333,30.0
USQKC,Kimberling City,Kimberling City,1-3--6--,-93.41666666666667,36.63333333333333
USKG3,King,King,--3--6--,-89.15,44.333333333333336
USKGG,King George,King George,--3--6--,-77.18333333333334,38.266666666666666
USKWM,King William,King William,1-3-----,-77.0,37.68333333333333
USKNM,Kingman,Kingman,-23--6--,-98.1,37.63333333333333
USKBA,Kings Bay,Kings Bay,--3--6--,-80.3,25.633333333333333
USZKB,Kings Bay,Kings Bay,--3--6--,-81.56666666666666,30.783333333333335
USKGM,Kings Mills,Kings Mills,1-3--6--,-84.25,39.35
USKSP,Kings Park,Kings Park,--3--6--,-73.26666666666667,40.88333333333333
USKB2,Kingsbury,Kingsbury,-23--6--,-86.7,41.53333333333333
USKNL,Kingsland,Kingsland,-23--6--,-81.68333333333334,30.783333333333335
USYUI,Kingsley,Kingsley,-----6--,-87.25,45.916666666666664
USKV9,Kingsville,Kingsville,--3--6--,-94.06666666666666,38.75
USKMN,"Kinsman, Belmont","Kinsman, Belmont",-23--6--,-80.9,40.13333333333333
USKSA,"Kinsman, Trumbull","Kinsman, Trumbull",--3--6--,-80.58333333333333,41.45
USQKL,Kinston,Kinston,-23--6--,-86.16666666666667,31.2
USKB9,Kirby,Kirby,--3--6--,-80.11666666666666,39.8
USXKW,Kirkwood,Kirkwood,123--6--,-90.4,38.583333333333336
USKIR,Kirkwood,Kirkwood,-23--6--,-75.78333333333333,42.03333333333333
USKAB,Kiska Harbour,Kiska Harbour,1-------,177.56666666666666,51.96666666666667
USKIS,Kiska Island,Kiska Island,1-------,177.55,51.95
USKXK,Kittery,Kittery,1-3--6--,-70.73333333333333,43.083333333333336
USKTT,Kitty Hawk,Kitty Hawk,1-3-----,-75.7,36.06666666666667
USKAP,Knapp,Knapp,--3--6--,-92.06666666666666,44.95
USKNI,Knightdale,Knightdale,-23--6--,-78.46666666666667,35.78333333333333
USKG9,Knightstown,Knightstown,--3--6--,-85.51666666666667,39.78333333333333
USK99,Knob Noster,Knob Noster,1----6--,-93.55,38.766666666666666
USKL2,Knobel,Knobel,-23--6--,-90.6,36.31666666666667
USZF2,Knoxville,Knoxville,-----6--,-83.98333333333333,32.71666666666667
USKW2,Konawa,Konawa,123--6--,-96.75,34.96666666666667
USKPP,Koppel,Koppel,123-----,-80.31666666666666,40.833333333333336
USZKT,Kouts,Kouts,-23--6--,-87.03333333333333,41.31666666666667
USKML,Kremlin,Kremlin,--3--6--,-110.08333333333333,48.56666666666667
USKZS,Krotz Springs,Krotz Springs,--3--6--,-91.75,30.533333333333335
USKUL,Kulpmont,Kulpmont,--3--6--,-76.46666666666667,40.8
USKUB,Kuluk Bay,Kuluk Bay,1-------,-176.56666666666666,51.86666666666667
USK2T,Kunkletown,Kunkletown,-----6--,-75.43333333333334,40.833333333333336
USRQS,La Crosse,La Crosse,-23--6--,-99.3,38.53333333333333
USXSO,La Crosse,La Crosse,-23--6--,-78.08333333333333,36.7
USLGK,La Grange,La Grange,123--6--,-91.5,40.05
USGGL,La Grange,La Grange,-23--6--,-77.78333333333333,35.3
USKHP,La Harpe,La Harpe,-----6--,-95.28333333333333,37.916666666666664
USLPH,La Pine,La Pine,-----6--,-121.5,43.666666666666664
USJPP,La Pointe,La Pointe,-----6--,-90.78333333333333,46.766666666666666
USLPE,La Porte,La Porte,--3--6--,-120.98333333333333,39.68333333333333
USLQZ,La Vernia,La Vernia,-----67-,-98.1,29.35
USVII,La Vista,La Vista,--3--6--,-96.03333333333333,41.18333333333333
USLD2,Labadie,Labadie,-----6--,-90.85,38.516666666666666
USYLC,Lackey,Lackey,-23--6--,-88.46666666666667,33.8
USLKJ,Lackland City,Lackland City,--3--6--,-98.65,29.383333333333333
USXXL,Ladera Ranch,Ladera Ranch,1-------,-117.63333333333334,34.25
USLZD,Ladue,Ladue,-----6--,-90.36666666666666,38.666666666666664
USZYT,Ladysmith,Ladysmith,123--6--,-91.1,45.45
USLFY,Lafayette,Lafayette,-23--6--,-105.08333333333333,39.983333333333334
USLA7,Lafayette,Lafayette,-----6--,-89.96666666666667,41.1
USYFQ,Lafayette,Lafayette,1-3-----,-123.1,45.233333333333334
USL9G,LaGrange,LaGrange,1-------,-85.01666666666667,33.03333333333333
USZNG,Lagrange,Lagrange,--3--6--,-82.66666666666667,38.56666666666667
USL5A,Lagunitas,Lagunitas,1-3-----,-122.7,38.0
USPZV,Lahaska,Lahaska,--3--6--,-75.03333333333333,40.35
USLKU,Lake Almanor,Lake Almanor,--3--6--,-121.15,40.25
USLA2,Lake Arrowhead,Lake Arrowhead,1-3--6--,-117.18333333333334,34.25
USLK3,Lake Arthur,Lake Arthur,-----6--,-92.66666666666667,30.066666666666666
USAKD,Lake Dallas,Lake Dallas,-23--6--,-97.01666666666667,33.11666666666667
USLE3,Lake Elsinore,Lake Elsinore,1-3-----,-117.33333333333333,33.666666666666664
USZLG,Lake Garfield,Lake Garfield,123--6--,-81.75,27.883333333333333
USLG2,Lake George,Lake George,1-3-----,-73.71666666666667,43.43333333333333
USLHW,Lake Hiawatha,Lake Hiawatha,--3--6--,-74.38333333333334,40.88333333333333
USLU7,Lake Huntington,Lake Huntington,1----6--,-74.98333333333333,41.68333333333333
USLL7,Lake Linden,Lake Linden,--3--6--,-88.4,47.18333333333333
USKMI,Lake Mills,Lake Mills,-23--6--,-93.53333333333333,43.416666666666664
USLRP,Lake Orion,Lake Orion,123--6--,-83.23333333333333,42.78333333333333
USLPQ,Lake Park,Lake Park,123--6--,-80.06666666666666,26.8
USQJC,Lake Park,Lake Park,1----6--,-95.31666666666666,43.45
USYLP,Lake Providence,Lake Providence,123--6--,-91.16666666666667,32.8
US6ER,Lake Saint Louis,Lake Saint Louis,1-3-----,-90.78333333333333,38.78333333333333
USLKT,Lake Station,Lake Station,--3--6--,-87.21666666666667,41.56666666666667
USLS2,Lake Stevens,Lake Stevens,--3--6--,-122.06666666666666,48.016666666666666
USWCW,Lake Waccamaw,Lake Waccamaw,1-3-----,-78.5,34.31666666666667
USLKG,Lakeland,Lakeland,--3--6--,-83.06666666666666,31.033333333333335
USZF6,Lakeland,Lakeland,-----6--,-91.38333333333334,30.6
USLS4,Lakeshore,Lakeshore,1-------,-122.38333333333334,40.88333333333333
USKSI,Lakeside,Lakeside,--3--6--,-116.91666666666667,32.85
USZEB,Lakeway,Lakeway,-----6--,-97.98333333333333,30.366666666666667
USYLA,Lakewood,Lakewood,-23--6--,-122.2,48.15
USLMF,Lamar,Lamar,--3--6--,-80.06666666666666,34.166666666666664
USLML,Lambertville,Lambertville,--3--6--,-83.61666666666666,41.75
USLMP,Lampeter,Lampeter,--3--6--,-76.25,39.983333333333334
USNAR,Lanark,Lanark,-23--6--,-89.83333333333333,42.1
USLCS,Lancaster,Lancaster,--3--6--,-71.66666666666667,42.45
USLZC,Lancaster,Lancaster,123-----,-96.81666666666666,48.85
USKAJ,Land O'Lakes,Land O'Lakes,1----6--,-82.45,28.216666666666665
USLZV,Landing,Landing,123--6--,-74.65,40.9
USLNL,Landisville,Landisville,-23--6--,-76.4,40.083333333333336
USLDU,Landrum,Landrum,-23--6--,-82.18333333333334,35.166666666666664
USL54,Lanesville,Lanesville,1----6--,-85.98333333333333,38.233333333333334
USYLT,Lanett,Lanett,123-----,-85.18333333333334,32.85
USYGZ,Langley,Langley,-----6--,-77.15,38.93333333333333
USLIR,Lanier,Lanier,-23--6--,-81.53333333333333,32.11666666666667
USLN8,Lanoka Harbor,Lanoka Harbor,-----6--,-74.16666666666667,39.86666666666667
USQLD,Lansdowne,Lansdowne,-23--6--,-75.26666666666667,39.93333333333333
USLB9,Lansdowne-Baltimore,Lansdowne-Baltimore,1----6--,-76.65,39.233333333333334
USAIG,Lansing,Lansing,-23--6--,-80.78333333333333,40.06666666666667
USAPE,Lapeer,Lapeer,-23--6--,-83.31666666666666,43.05
USZEE,Laporte,Laporte,-----6--,-105.13333333333334,40.61666666666667
USZLR,Larchmont,Larchmont,--3--6--,-73.75,40.916666666666664
USLGQ,Largo,Largo,--3--6--,-76.83333333333333,38.9
USLAS,Las Vegas,Las Vegas,---4-6--,-115.15,36.06666666666667
USKLM,Latham,Latham,-----6--,-96.63333333333334,37.53333333333333
USLJO,Laton,Laton,--3--6--,-119.68333333333334,36.43333333333333
USZF3,Lauderdale Lakes,Lauderdale Lakes,-----6--,-80.2,26.15
USURE,Laurel,Laurel,1234-6--,-75.56666666666666,38.55
USLH9,Laurel Hill,Laurel Hill,-----6--,-79.53333333333333,34.8
USQLR,Laureldale,Laureldale,123--6--,-75.91666666666667,40.38333333333333
USUA7,Laurelton,Laurelton,1----6--,-73.75,40.666666666666664
USQLH,Laurelville,Laurelville,1-3--6--,-82.73333333333333,39.46666666666667
